words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
ambicioso,-,1,0,0,3
voraz,-,5,0,0,4
série,A,0,3,3,3
rosário,+,0,0,1,4
extremo,-,4,1,2,3
abismo,+,1,0,2,4
sazonamento,+,0,0,1,7
sazonação,+,0,0,1,8
impropério,-,3,0,1,4
baldão,-,1,0,0,3
respigar,+,0,1,2,4
forragear,0,0,2,1,3
velhaco,-,4,1,0,3
solerte,-,2,1,0,3
arrizar,U,0,0,0,4
arriçar,A,0,1,1,3
melancólico,-,3,0,0,3
atrabiliário,-,4,0,0,3
modelar,0,0,2,0,2
plasmar,0,0,1,0,3
revelar,0,0,3,2,2
trair,0,0,5,0,3
espreitante,U,0,0,0,5
espreitador,U,0,0,0,4
congestionado,-,6,0,1,5
envinagrado,-,2,0,0,4
apogeu,A,1,0,1,4
coronal,A,0,1,1,4
enumerar,0,0,2,0,3
declinar,A,1,0,1,2
ferir,A,0,1,1,2
frechar,-,1,0,0,3
corromper,A,4,4,3,3
adulterar,0,1,4,1,3
agasalhar-se,0,0,1,0,3
forrar,0,0,4,1,3
medo,-,6,0,1,4
cagaço,-,3,0,0,4
engarapar,0,0,1,0,4
textual,U,0,0,0,2
grosseiro,0,0,8,0,2
rudimentar,0,0,4,0,3
incompetência,-,2,0,0,4
imperícia,A,1,0,1,4
mania,-,1,0,0,2
veneta,-,1,0,0,3
discrepância,-,5,0,0,5
incongruência,-,2,0,0,6
irrequieto,-,1,0,0,1
mexediço,-,1,0,0,2
humilhado,-,1,0,0,3
penhado,-,1,0,0,4
ímpeto,-,2,1,1,2
furor,-,2,0,1,2
símbolo,A,0,2,2,3
tipo,0,0,2,1,2
ardil,-,2,0,1,1
cavilação,-,2,0,0,2
obrigar,0,3,5,0,3
sujeitar,0,5,6,0,3
monopólio,0,0,1,0,4
exclusivo,0,0,2,0,3
sova,+,0,0,1,2
fubecada,+,0,0,1,3
consolar,A,2,1,2,4
ressaciar,U,0,0,0,5
fabulação,-,1,0,0,3
penico,+,0,0,3,5
doutor,+,0,1,2,4
pilar,+,0,0,2,3
poste,+,0,0,2,3
acumular-se,+,1,0,2,3
amontanhar,+,0,0,2,2
bêbedo,-,3,1,1,3
tachado,-,1,0,0,4
quadro,A,1,1,1,4
vista,+,1,1,3,4
transmitir,0,0,3,0,3
conduzir,0,0,8,0,3
inquietação,-,2,0,1,2
morte,+,2,0,4,3
túmulo,+,0,0,1,3
raer,0,0,1,0,6
ranhar,0,0,1,0,5
cavalgadura,-,3,0,0,3
burro,-,2,0,0,3
inexperiente,0,0,2,0,3
novel,0,0,1,0,4
alisar,-,4,1,1,3
brunir,+,0,0,1,3
entusiasmo,A,1,1,1,2
extenuamento,0,0,1,0,4
esgotamento,0,0,1,0,3
opor-se,0,0,10,1,3
combater,0,0,2,0,3
sedutor,A,2,0,2,3
conquistador,A,1,0,1,4
assomar,+,0,1,3,3
provido,0,0,1,0,3
ocupado,A,0,2,2,4
estupidamente,0,0,1,0,2
irracionalmente,0,0,1,0,3
esconderijo,+,0,0,5,3
receptáculo,+,0,0,2,2
unido,+,1,1,4,4
pegado,+,0,1,2,3
afectividade,+,0,0,1,4
afectuosidade,+,0,0,1,5
vendilhão,-,1,0,0,5
revendão,-,1,0,0,6
portar-se,0,0,4,0,2
haver,0,0,2,0,1
liótrico,U,0,0,0,-1
liócomo,U,0,0,0,-1
erro,-,4,0,1,2
afectuosamente,0,0,2,0,3
meigamente,0,0,1,0,4
impugnar,0,0,8,0,4
adversar,0,0,3,0,4
arbitrariedade,+,0,0,1,4
exorbitância,A,1,0,1,5
traço,+,1,0,5,3
negativismo,U,0,0,0,-1
derrotismo,U,0,0,0,-1
alegação,+,0,0,1,3
asserção,+,0,0,5,3
brinquedo,-,3,0,1,3
dixe,-,1,0,0,4
curato,0,0,1,0,4
curado,0,0,1,0,3
desprimor,-,2,0,0,4
desapuro,-,2,0,0,3
litocromia,U,0,0,0,-1
isocromia,U,0,0,0,-1
condescender,-,1,0,0,2
vergar,-,2,0,0,1
marca,+,2,0,11,3
andrajoso,0,0,2,0,5
farrapento,0,0,1,0,6
custo,0,1,2,1,3
importe,0,0,2,0,3
convulso,-,3,0,0,4
frenético,-,2,0,0,3
calmo,+,1,0,5,3
pacato,+,0,1,3,3
montaria,-,2,0,0,2
bandido,-,1,0,0,3
pistoleiro,A,1,1,0,4
viga,+,0,0,1,7
trave,+,0,0,1,6
provar,0,0,7,4,3
degustar,0,0,2,0,4
maciço,0,0,2,0,3
material,A,1,1,1,3
separar-se,+,0,3,5,3
desafeiçoar,+,0,0,1,3
diário,U,0,0,0,-1
diurnal,U,0,0,0,-1
motejador,-,2,0,1,4
bexigueiro,-,3,0,0,4
compadecer-se,-,1,0,0,2
amercear,-,1,0,0,3
sim,+,0,0,2,3
pois,+,0,0,2,4
zaragateiro,-,2,0,0,4
milandeiro,-,2,0,0,5
enredar-se,-,2,1,0,3
entaramelar,-,1,0,0,2
misturar,A,4,4,0,2
emaranhar,-,1,0,0,2
porcaria,-,2,0,0,3
caçurro,-,1,0,0,4
altercar,A,1,1,0,3
turrar,U,0,0,0,4
precipício,+,1,0,2,3
barranco,A,1,0,1,4
imputar,0,0,1,0,1
carregar,+,1,1,2,2
predispor,A,1,1,0,3
inclinar,-,3,0,0,2
irrevogável,-,1,0,0,3
último,A,2,0,2,3
consumido,-,4,0,0,3
verminado,-,2,0,0,4
exemplar,0,0,1,0,1
normal,0,0,1,0,0
abafar,-,3,2,1,3
persistir,0,0,6,0,4
continuar,0,0,2,1,3
recolher-se,+,0,0,1,4
retirar,+,0,2,3,3
iluminar,0,0,4,1,4
alumiar,0,0,4,1,4
pessoal,0,0,2,1,3
uso,+,0,0,13,3
serventia,+,0,0,4,2
destruir,-,6,1,2,2
desbaratar,0,2,3,0,3
desinfectante,U,0,0,0,-1
microbicida,U,0,0,0,-1
deixar,0,0,4,0,3
adventício,+,0,0,1,4
arribadiço,+,0,0,1,5
consórcio,+,0,0,2,2
enlace,+,0,0,3,2
trissar,0,0,1,0,7
grinfar,0,0,2,0,7
tempestuoso,-,5,0,0,3
fervente,-,2,0,1,4
estupidez,-,7,0,0,3
materialidade,-,1,0,0,4
relativismo,U,0,0,0,-1
criticismo,U,0,0,0,-1
sossegar,-,3,2,1,4
repousar,0,0,2,1,4
liquidar,+,1,2,3,3
cambalear,-,1,0,0,3
bordejar,-,1,0,0,4
pulo,-,2,1,0,3
cabriola,-,2,1,0,4
embebido,A,2,2,0,4
prenhe,0,0,5,1,3
evidente,+,0,1,8,3
luminoso,+,1,1,4,4
desfiar,0,0,2,0,4
desfibrar,0,0,1,0,5
ralhar,0,0,2,0,3
gritar,0,0,3,1,4
arvoredo,-,1,0,0,5
mata,-,2,0,0,4
guarda-fiscal,-,1,0,0,4
fiscal,-,2,0,0,3
desagradável,-,5,0,0,3
injucundo,-,2,0,0,3
soterrar,U,0,0,0,4
enterrar,A,3,3,0,3
desaire,A,1,0,1,3
cheque,+,0,0,1,4
esgrouviado,-,2,0,1,4
entresilhado,-,1,0,0,3
alto,-,2,0,0,2
viso,+,2,0,3,3
fúria,-,4,1,0,3
braveza,-,3,0,1,2
liberino,U,0,0,0,-1
liberiano,U,0,0,0,-1
difícil,-,2,0,0,1
crítico,-,2,0,0,2
mesureiro,+,0,0,3,4
reverenciador,+,0,0,1,5
arcar,A,3,3,0,3
medir,0,0,1,0,2
conceber,+,0,0,1,1
fecundar,A,0,2,2,2
lapso,-,3,0,0,3
baratar,A,1,1,0,3
pirar-se,0,0,1,0,6
pisgar-se,0,0,2,0,5
desconjuntado,-,3,0,0,4
desmantelado,-,1,0,0,3
blefarite,U,0,0,0,-1
palpebrite,U,0,0,0,-1
harmonioso,0,0,3,1,2
mélico,A,0,1,1,3
grandeza,0,0,3,0,2
postura,0,0,1,0,2
atitude,0,0,2,1,2
bosque,-,1,0,0,4
floresta,-,1,0,0,3
indelicadamente,-,1,0,0,5
incorrectamente,-,1,0,0,4
sucesso,+,0,0,1,3
evento,+,0,0,2,3
progresso,0,0,3,0,1
ascenso,0,0,1,0,2
subsídio,+,0,0,3,1
adminículo,+,0,0,1,1
fundação,0,0,1,0,3
infra-estrutura,0,0,1,0,4
referir,0,0,1,0,0
ervilhas,+,0,0,1,5
orelhas-de-abade,+,0,0,1,6
abarca,U,0,0,0,-1
sandália,U,0,0,0,-1
defender-se,0,0,4,0,4
resguardar,0,0,5,1,3
afeição,+,0,0,7,3
apegamento,+,0,0,2,3
transpor,0,0,5,3,3
superar,A,2,2,2,3
preguiçoso,-,4,3,0,3
malandro,0,1,2,0,3
educado,+,1,1,4,3
insigne,+,0,1,6,3
egrégio,+,0,0,3,2
afortunado,A,2,0,2,4
ditoso,+,1,1,2,4
hesitação,-,3,0,2,3
oscilação,A,1,1,0,3
entusiasmado,-,6,0,0,4
motivado,A,1,0,1,4
divergência,-,2,1,0,4
departimento,A,1,1,1,4
bichoca,0,0,1,0,4
riqueza,-,3,1,2,3
posse,+,0,0,2,2
converso,-,1,0,0,6
convertido,U,0,0,0,5
descrição,+,0,0,1,4
referimento,A,1,0,1,4
obcecação,-,2,0,0,3
ofuscação,-,1,0,0,3
etiqueta,+,0,0,4,3
camareira,0,0,1,0,7
camarista,0,0,1,0,6
obsequiar,+,0,0,2,3
melindrar,-,5,1,1,3
discutido,+,0,0,1,2
debatido,+,0,0,1,3
embravecer,0,0,1,0,3
apanhar,+,0,1,5,2
propositado,+,0,0,2,3
cuidado,+,0,0,3,2
objectivo,+,0,0,8,3
finalidade,+,0,0,4,3
brincadeira,-,4,0,3,3
patacoada,-,2,0,1,3
franqueza,0,0,2,0,3
lhaneza,+,0,1,4,4
flagelar,A,2,2,2,3
urtigar,U,0,0,0,4
santo,+,0,1,2,2
almo,+,0,1,3,3
rígido,-,8,1,0,3
imaleável,-,1,0,0,4
mirar,A,0,1,1,2
comirar,+,0,0,1,3
tapeta,U,0,0,0,5
topeta,U,0,0,0,5
evacuar,0,0,3,0,2
excretar,A,0,1,1,3
inoportuno,-,2,0,0,3
desassazonado,-,2,0,0,4
patranha,-,3,0,0,2
embuste,-,4,0,0,1
pressa,A,1,1,1,2
alvoroço,-,2,0,0,1
mediação,+,0,0,2,3
terçaria,+,0,0,2,4
palpitação,A,1,0,1,4
ocupação,+,0,3,6,3
cargo,+,0,0,3,3
dissolvido,-,1,0,0,4
resoluto,-,6,0,2,3
ritual,+,0,0,1,4
manual,+,0,0,2,4
aliviado,+,0,0,3,4
desagastado,+,0,0,1,5
assentar,0,1,8,0,3
chimpar,0,0,3,0,3
sobrevir,0,0,5,1,3
ocorrer,0,0,3,2,3
curvar,-,2,0,0,1
flexionar,-,2,0,0,2
hesitar,0,1,4,1,4
duvidar,0,0,1,0,5
discussão,-,5,1,1,3
debate,-,5,1,1,4
experimentado,+,0,0,3,3
sazonado,+,0,0,1,3
bonito,+,0,0,1,1
bacana,+,0,0,2,1
poético,+,0,0,1,3
romântico,A,2,0,2,4
combinação,+,0,0,2,2
arranjinho,+,0,0,1,3
modificado,-,1,0,0,4
reformado,-,1,0,0,5
vizindade,+,0,0,2,5
desorientar,-,3,1,0,3
estontear,-,3,0,0,3
degeneração,-,3,0,2,3
deterioração,A,2,0,2,3
apóstata,U,0,0,0,6
tornadiço,U,0,0,0,5
culminância,+,0,0,2,5
auge,+,2,0,4,4
impedimento,-,7,0,0,3
obstrucionismo,-,2,0,0,4
desprender,0,0,3,0,3
enodar,0,0,2,0,4
tomada,-,1,0,0,4
tomadia,-,2,0,1,5
vistoso,+,2,0,3,3
luzido,-,1,0,0,3
singular,0,2,5,2,3
anómalo,-,2,1,0,4
soltar,0,0,3,0,2
apressar-se,0,0,3,0,3
insaciável,-,1,0,0,3
insaturável,-,1,0,0,4
decurso,A,0,1,1,2
correnteza,+,0,0,4,3
suprimir,A,3,3,1,3
obliterar,0,0,2,0,3
trato,+,0,0,1,2
tratamento,+,0,0,2,2
beatice,-,1,0,0,4
carolice,-,1,0,0,5
desafivelar,A,1,1,0,4
desatacar,0,0,3,0,4
desperdício,-,7,1,0,3
desgoverno,-,3,0,0,3
ruína,+,0,0,6,2
vestígio,+,1,1,7,3
prazer,-,3,0,0,2
contentamento,A,1,0,1,2
mamar,A,0,1,1,3
chuchar,+,0,0,1,3
doutrinar,0,0,2,1,3
edificar,+,0,0,3,2
paço,+,0,0,1,6
alcaçaria,+,0,0,1,7
prenunciar,0,0,2,1,4
abrandar,-,5,0,1,3
mitigar,A,1,1,0,3
intermitente,A,1,0,1,5
acessional,+,0,0,1,4
lisonjear,+,0,0,3,3
pajear,+,0,0,2,4
gracejar,+,0,0,1,2
zombar,+,0,1,2,3
remoção,0,0,1,0,4
removimento,0,0,2,0,5
cacimba,+,0,0,1,4
zimbro,+,0,0,2,5
folião,-,4,0,1,5
folgativo,-,1,0,0,6
despender,0,0,3,0,3
perpétuo,0,0,2,0,4
regularização,+,0,0,1,4
pauta,+,0,0,1,3
careta,-,4,0,1,4
fosquinha,U,0,0,0,3
contender,0,0,2,1,3
porfiar,0,0,3,0,4
jactância,-,3,0,0,2
farelice,-,1,0,0,3
padreco,U,0,0,0,-1
roupeta,U,0,0,0,-1
vão,A,4,1,4,4
infrutífero,-,2,1,0,4
abegão,A,0,1,1,4
boieiro,+,0,0,1,4
até,U,0,0,0,3
inclusivamente,U,0,0,0,4
firmar,+,0,3,5,3
fundar,0,0,4,2,2
indignidade,-,3,0,1,4
fealdade,-,1,0,0,3
adular,+,0,1,3,4
lágrimas,-,1,0,0,5
pranto,-,4,0,0,4
freima,-,3,0,1,3
truncado,-,1,0,0,3
rombo,-,2,1,1,3
aspersão,0,0,2,0,4
perfusão,0,0,1,0,5
regular,0,0,2,0,1
satisfatório,0,0,1,0,2
apoio,+,0,0,4,1
complementaridade,+,0,0,2,2
amamentação,0,0,1,0,3
criação,0,0,5,0,2
dilatar,+,0,0,1,2
amplificar,+,0,0,5,2
pândega,-,7,0,2,3
felustrias,-,1,0,0,4
despear,-,1,0,0,5
desapear,-,1,0,0,4
nariz,+,0,0,1,3
narigueta,+,0,0,1,4
incumbir,0,0,3,0,3
delegar,0,0,3,0,4
despachar,0,0,6,1,3
despedir,0,0,1,0,2
mimo,+,1,0,4,3
bijou,+,1,0,2,4
conimbricense,U,0,0,0,-1
coimbrão,U,0,0,0,-1
travessura,-,2,0,0,3
traquinice,-,3,0,0,3
tontura,-,2,0,0,4
piloura,-,1,0,0,5
presunçoso,+,0,1,2,3
mandarim,+,0,0,2,4
escaldar,+,0,0,1,2
galanteador,U,0,0,0,6
renteador,0,0,1,0,6
ouro-pigmento,U,0,0,0,-1
auripigmento,U,0,0,0,-1
acetonúria,U,0,0,0,-1
cetonúria,U,0,0,0,-1
intruso,-,1,0,0,3
usurpador,-,1,0,0,4
causticar,-,4,0,0,4
cláusula,+,0,0,4,3
condição,+,0,0,4,2
eloquência,+,0,0,1,4
facúndia,-,2,0,1,5
repouso,+,0,0,3,3
olvido,A,1,0,1,4
lata,+,0,0,2,4
chocolateira,+,0,0,2,5
coito,+,0,0,1,4
cópula,+,1,0,3,3
conceptualização,U,0,0,0,3
abstracção,A,1,0,1,2
questionar,0,0,3,0,4
desafiar,0,0,3,2,3
cavado,+,1,0,2,3
fundo,+,1,2,3,3
marroaz,-,3,0,0,4
efésio,U,0,0,0,-1
efesíaco,U,0,0,0,-1
danificado,-,2,0,0,3
degradado,-,1,0,0,3
madrasta,-,2,0,0,3
manhoso,0,0,1,0,2
gírio,0,0,1,0,3
incutir,0,0,7,0,3
inspirar,0,0,6,0,3
perversão,-,4,0,0,3
corrupção,-,2,0,0,2
impresso,+,0,0,1,4
estampado,+,0,0,1,5
explicador,0,0,2,0,5
explanador,0,0,1,0,6
misantrópico,-,3,0,1,4
descarga,U,0,0,0,4
alívio,A,0,2,2,3
referência,+,0,1,2,4
pedra-de-toque,0,0,1,0,3
obscuro,-,6,1,1,3
ambíguo,-,3,0,0,3
enrijar,+,0,0,1,2
arrijar,+,0,0,1,3
incoerência,-,2,0,0,5
prisão,+,0,0,3,2
captura,+,0,0,1,3
copulativo,U,0,0,0,-1
conexivo,U,0,0,0,-1
naval,0,0,1,0,4
afago,A,1,0,1,2
acalento,-,1,0,0,1
alcance,+,0,2,3,2
significado,A,0,2,2,3
desestabilizar,-,1,0,0,4
diabrura,-,3,0,1,3
naufrágio,-,2,0,0,3
sinistro,-,4,0,1,2
queimo,+,0,0,1,4
requeime,+,0,0,1,5
notificação,+,0,0,1,3
intimação,+,0,0,1,4
linhagem,0,0,3,0,2
aniagem,0,0,1,0,3
incontestável,+,0,0,1,3
indubitável,+,0,0,1,2
afadigar-se,0,0,2,0,3
sargentear,0,0,2,0,4
caganeta,-,1,0,0,4
trutinar,0,1,2,1,3
directamente,A,0,1,1,3
direito,+,0,2,4,2
implacável,-,1,0,0,3
correcção,+,0,0,3,2
aprumo,A,0,1,1,3
saracotear-se,0,0,3,0,3
peneirar,0,0,3,0,4
agiota,A,1,1,0,6
preguista,-,1,0,0,6
observador,A,1,0,1,3
borracheira,A,2,0,2,3
raposeira,+,0,0,1,4
falha,-,4,0,1,3
paráclase,-,1,0,0,4
esmagadura,U,0,0,0,-1
esmagamento,U,0,0,0,-1
procriar,0,0,2,0,2
padrear,0,0,1,0,3
exceder-se,+,1,1,2,3
desmarcar,+,0,0,1,4
tumulto,-,8,0,0,2
bafafá,-,2,0,0,3
largueza,0,0,2,0,2
tranquilidade,+,0,0,8,4
aninho,+,0,0,2,3
depressão,+,1,1,3,3
baixo-astral,-,1,0,0,2
estimação,0,0,1,0,2
porte,0,0,1,0,1
oposto,-,3,0,0,2
adverso,-,6,0,0,3
delimitar,+,0,1,4,3
geada,U,0,0,0,-1
códão,U,0,0,0,-1
enfiado,A,1,0,1,3
insucesso,-,2,0,1,3
nega,A,2,0,2,4
amansar,-,4,1,0,4
desbravar,0,1,4,1,4
fornecer,0,0,3,0,2
ostentoso,+,2,0,3,4
espectaculoso,A,1,0,1,3
malcriado,0,1,4,0,3
gaudério,0,0,3,0,4
percorrer,+,0,0,2,2
palmilhar,+,0,0,1,3
exibir-se,0,0,1,0,3
pavonear,A,0,1,1,4
proveito,+,0,0,3,2
aplicação,+,0,1,2,2
timão,+,0,0,1,3
chavelha,+,0,0,2,4
quimera,-,2,0,0,2
destorroamento,U,0,0,0,-1
desterroamento,U,0,0,0,-1
debouçar,0,0,1,0,5
pernicioso,-,4,0,0,2
infesto,-,1,0,0,3
explicação,+,1,0,6,3
conta,+,0,1,6,4
descensão,+,0,0,1,3
cáustico,-,2,0,0,3
remordaz,-,1,0,0,4
juízo,+,0,0,7,2
estimativa,A,0,1,1,3
papa-figos,U,0,0,0,6
fulecra,U,0,0,0,7
carniceiro,-,2,0,0,3
batota,-,2,0,0,3
mandinga,-,3,0,0,4
digladiar-se,0,0,1,0,5
entrebater,0,0,2,0,4
esquadria,+,0,0,4,3
esquadro,+,0,0,1,4
desmanchar-se,-,2,1,0,3
esfiapar,A,1,1,0,4
desgraçadamente,0,0,1,0,10
ruinosamente,0,0,1,0,11
pancadaria,+,1,1,3,4
comida-de-urso,+,0,0,1,5
rezingão,A,1,0,1,5
repontão,+,0,0,1,5
recusar,0,0,2,1,3
negacear,0,0,2,0,4
curandeiro,+,0,0,1,5
curador,+,0,0,1,6
ajudar,A,1,1,1,3
ministrar,0,0,5,0,3
aprovação,+,0,0,4,2
amém,+,0,0,2,3
intrigar,A,3,3,0,3
mexericar,0,0,1,0,3
opinar,A,0,1,1,2
querer,0,0,5,2,3
amedrontar,-,2,1,0,4
horrorizar,0,1,2,0,5
bordalengo,A,1,1,0,3
granadilho,U,0,0,0,-1
macacaúba,U,0,0,0,-1
desavindo,-,2,0,0,5
diferente,-,2,1,1,4
perfurar,0,0,1,0,3
terebrar,U,0,0,0,3
virar-se,0,0,4,0,3
voltar,0,0,7,1,2
justo,+,0,3,5,3
razoável,0,0,3,0,2
carência,-,2,1,1,3
indigência,-,4,0,0,4
sacana,A,1,1,0,3
cabrão,-,1,0,0,4
ventana,-,1,0,0,4
ventã,A,1,0,1,5
melhoramento,0,0,2,0,2
mealha,+,0,0,2,7
mealho,+,0,0,1,7
desengrossar,0,0,2,0,4
desbastar,0,0,2,1,3
fiador,+,1,0,2,4
abonador,+,0,0,1,5
cerco,A,1,0,1,4
assédio,-,1,0,0,4
arteirice,A,1,0,1,1
artice,-,1,0,0,2
defender,0,0,7,2,3
apadrinhar,0,0,1,0,3
liteireiro,U,0,0,0,-1
lecticário,U,0,0,0,-1
baboso,U,0,0,0,3
bajoujo,A,0,1,1,4
inquilino,0,0,2,0,4
ocupante,0,0,1,0,5
agasalho,+,0,0,2,2
pousada,+,0,0,3,3
registo,+,0,0,2,3
larva,+,0,0,1,5
oira,+,0,0,1,6
abanar,0,1,6,0,4
bárbaro,-,3,1,0,3
desavir-se,-,2,0,1,4
enreixar,-,1,0,0,5
madural,-,1,0,0,7
negrainha,-,1,0,0,6
bajulação,-,1,0,0,3
esperto,+,3,2,4,3
vivo,+,3,1,5,3
perspicácia,+,0,0,4,2
lume,+,0,0,2,3
caloiro,0,1,2,0,5
recruta,0,0,3,0,5
engano,-,13,0,0,1
gaffe,-,1,0,0,2
briga,-,2,0,1,3
contenda,-,4,0,1,3
devassidão,-,4,2,2,3
imoralidade,-,2,0,1,3
êxul,-,1,0,0,5
surto,A,1,1,1,3
estorvar,-,5,0,2,3
tolher,-,3,1,0,3
pânico,-,1,0,0,5
terror,A,1,0,1,4
impassível,-,2,0,1,3
estóico,-,2,0,0,3
empolado,+,2,1,3,3
rebuscado,+,1,0,2,3
ínsito,0,0,3,0,3
sabedor,+,0,0,1,2
perleúdo,+,0,0,1,3
viciar,+,0,1,2,3
malignar,+,0,0,2,4
cataclismo,+,0,0,1,4
Apocalipse,+,0,0,1,5
sinuoso,-,3,0,0,3
meandroso,-,1,0,0,4
desarmonia,-,5,0,0,4
desacordo,-,6,0,0,4
credibilidade,+,0,0,1,4
consistência,+,1,0,2,3
teteia,-,1,0,0,5
estampilha,A,1,0,1,4
selo,-,1,0,0,3
opressão,-,5,0,3,3
ansiedade,-,6,0,0,3
subsistir,0,0,4,0,3
magoar,-,4,1,2,3
doer,A,1,1,0,4
característico,U,0,0,0,2
específico,0,0,2,0,3
arremessar,0,1,6,1,3
propelir,0,0,1,0,4
banha,-,1,0,0,3
gordo,-,1,0,0,2
esclarecido,+,0,0,1,4
resolvido,+,1,0,3,3
fascinação,-,5,1,0,4
magia,-,1,0,0,3
cingir-se,0,0,2,0,3
ater-se,0,0,3,0,3
insubordinado,-,1,0,0,3
alevantadiço,-,2,0,0,4
manha,-,2,0,1,1
miúdo,-,4,0,1,4
fedelho,-,3,0,0,4
passada,A,0,1,1,3
rasgão,-,3,0,2,4
farpão,-,1,0,0,5
epidemia,-,1,0,0,4
fétido,-,2,0,0,4
fedegoso,-,1,0,0,5
arranhadela,-,3,0,0,3
arranhão,-,1,0,0,3
tagarelice,-,5,0,0,3
palraria,-,1,0,0,2
fanico,-,2,0,1,5
fatanisco,-,2,0,0,4
distinto,+,0,0,5,2
esmerado,U,0,0,0,2
roteiro,+,0,1,4,4
guia,+,0,0,5,3
escorregadela,-,2,0,0,3
anúncio,+,0,1,2,3
reclamo,-,2,0,1,4
idiotismo,-,2,0,0,4
microcefalia,-,1,0,0,5
aumentar,+,0,0,3,1
agravar,A,1,0,1,2
indemnização,+,0,0,4,3
refazimento,+,0,0,2,2
salto,0,0,2,0,3
pinote,-,2,1,0,4
perceber,+,0,0,1,0
distinguir,+,0,1,2,1
cachaça,A,1,0,1,4
pinga,A,0,1,1,3
líber,U,0,0,0,8
entrecasca,U,0,0,0,7
carpido,-,1,0,0,3
esfomeado,-,3,0,1,4
esganado,-,2,0,0,4
prejudicial,-,5,0,0,1
ruinoso,-,2,0,0,2
panóplia,+,0,0,1,4
troféu,+,0,0,2,3
doloroso,-,4,0,0,2
aflitivo,-,1,0,0,3
antro,+,0,0,1,4
cafua,+,0,0,1,3
hipotético,-,1,0,0,3
figurado,0,1,2,0,4
inquietar-se,A,1,1,0,3
avaliação,0,0,4,2,3
alvidramento,0,0,1,0,4
patronato,+,0,0,2,2
patrocinato,+,0,0,2,2
corpóreo,+,0,0,1,4
corporiforme,+,0,0,1,5
arriscar-se,0,0,4,0,3
abalançar,0,0,3,1,3
palavreado,-,4,0,0,3
faramalha,-,1,0,0,4
rufião,-,1,0,0,5
rufia,-,1,0,0,6
anelo,-,1,0,0,4
desemparelhar,+,0,0,1,5
descasar,+,0,0,2,4
consideração,0,0,3,1,2
setígero,U,0,0,0,-1
setífero,U,0,0,0,-1
propagação,0,0,1,0,1
vulgarização,0,0,1,0,2
sujeição,+,0,0,5,3
escravidão,+,0,0,3,4
bichoco,0,0,1,0,4
mosquito,U,0,0,0,-1
mosco,U,0,0,0,-1
orador,U,0,0,0,-1
cáboco,U,0,0,0,-1
comercial,+,0,0,1,4
pop,+,0,0,1,5
pateada,U,0,0,0,-1
tacão,U,0,0,0,-1
libertar-se,0,0,2,0,3
resgatar,0,0,5,0,3
jeito,+,0,0,4,1
savoir-faire,+,0,0,1,1
irascível,-,3,0,0,3
bofetada,+,2,1,3,3
lapada,A,1,0,1,4
estrago,-,4,1,2,3
largo,A,5,5,1,3
solto,0,1,2,1,3
latada,+,0,1,2,4
ramada,A,0,1,1,5
medula,+,0,0,2,4
âmago,+,0,0,7,3
ajustar-se,0,0,8,0,3
condizer,0,0,7,0,3
velocímetro,U,0,0,0,-1
celerímetro,U,0,0,0,-1
produtor,+,0,0,2,4
fabricador,+,0,0,3,5
enfeitar,0,0,5,0,2
ataviar,0,0,2,0,3
repugnar,0,0,3,0,4
desenevoar,A,0,2,2,4
desensombrar,U,0,0,0,5
frequentativo,0,0,1,0,6
iterativo,0,0,1,0,5
paronomásia,U,0,0,0,-1
adnominação,U,0,0,0,-1
impacientar,U,0,0,0,3
enfrenesiar,0,0,1,0,4
esparrela,-,4,0,0,1
armadilha,-,2,0,0,1
apetite,+,0,0,6,3
apetência,+,0,0,3,3
aparatoso,-,1,0,0,3
faustoso,-,2,1,1,4
doença,-,2,0,0,2
peleira,A,1,0,1,3
obstáculo,-,4,0,2,3
barreira,-,2,0,1,3
revigorante,0,0,2,0,5
vitalizador,0,0,2,0,5
insensível,-,7,0,0,3
frio,-,5,0,1,3
fruir,0,0,2,0,3
lograr,0,0,3,0,3
mandrião,0,3,5,0,4
tanjão,A,1,1,0,4
caminhada,0,0,1,0,2
tirada,A,1,1,0,3
fim,+,0,0,1,2
cessação,+,0,0,2,2
chocarreiro,+,1,0,2,4
truanesco,+,0,0,1,5
inaptidão,-,2,0,0,4
insciência,-,1,0,0,4
canário-do-mar,U,0,0,0,-1
freirinha,U,0,0,0,-1
declaração,+,0,0,3,4
afirmação,+,0,0,2,3
destinar-se,0,0,1,0,2
escaravelho,U,0,0,0,-1
bosteiro,U,0,0,0,-1
peita,-,1,0,0,4
mão-pendente,-,1,0,0,5
falso,-,7,0,2,4
inverídico,-,1,0,0,5
destruidor,-,2,0,0,4
arrasador,-,1,0,0,5
esporada,A,0,1,1,4
supor-se,0,1,2,0,3
restauração,+,0,0,3,2
recuperação,+,0,0,2,3
berrar,0,0,3,1,4
vociferar,0,2,5,0,4
refolgo,+,0,0,1,3
heléboro,-,1,0,0,6
erva-besteira,-,1,0,0,5
consternado,-,1,0,0,3
desolado,-,2,0,1,4
espanejar,0,0,1,0,5
espanar,0,0,1,0,6
bruma,-,2,0,1,4
reima,A,1,0,1,5
enfiar,0,0,7,0,4
encordoar,0,1,2,1,4
rectamente,0,0,2,0,3
fressureira,U,0,0,0,-1
mondongueira,U,0,0,0,-1
aviltar,-,4,0,0,3
